Title,Year,Author,Publication,Cited,URL
The use of partial least square regression and spectral data in UV-visible region for quantification of adulteration in Indonesian palm civet coffee,2017,"Authors : D Suhandy, M Yulia","International journal of food science 2017, 2017",57 cited,https://scholar.google.com/scholar?q=+intitle:'The use of partial least square regression and spectral data in UV-visible region for quantification of adulteration in Indonesian palm civet coffee'
Uji penggunaan metode discriminant partial least squares (DPLS) dan data spektra di daerah ultraviolet-cahaya tampak untuk penggolongan kopi luwak,2017,"Authors : D Suhandy, M Yulia, S Waluyo, C Sugianti","Jurnal Keteknikan Pertanian 5 (3), 195-200, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Uji penggunaan metode discriminant partial least squares (DPLS) dan data spektra di daerah ultraviolet-cahaya tampak untuk penggolongan kopi luwak'
Pengaruh arah dan ketebalan irisan kunyit terhadap sifat fisik tepung kunyit yang dihasilkan,2017,"Authors : RC Priastuti, D Suhandy","Jurnal Teknik Pertanian Lampung (Journal of Agricultural Engineering) 5 (2), 2017",18 cited,https://scholar.google.com/scholar?q=+intitle:'Pengaruh arah dan ketebalan irisan kunyit terhadap sifat fisik tepung kunyit yang dihasilkan'
Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA,2017,"Authors : D Suhandy, M Yulia, Y Ogawa, N Kondo","Agritech 37 (4), 471-476, 2017",10 cited,https://scholar.google.com/scholar?q=+intitle:'Diskriminasi Kopi Lanang Menggunakan UV-Visible Spectroscopy dan Metode SIMCA'
Discrimination of Peaberry Coffee using UV-Visible Spectroscopy and SIMCA Method,2017,"Authors : D Suhandy, M Yulia, Y Ogawa, N Kondo","AGRITECH-JURNAL TEKNOLOGI PERTANIAN 37 (4), 471-476, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Discrimination of Peaberry Coffee using UV-Visible Spectroscopy and SIMCA Method'
Analisis Spektrum UV-VIS Untuk Menguji Kemurnian Kopi Luwak,2017,"Authors : S Waluyo, FN Handayani, D Suhandy, W Rahmawati, C Sugianti, M Yulia","Jurnal Teknik Pertanian Lampung (Journal of Agricultural Engineering) 6 (2), 2017",5 cited,https://scholar.google.com/scholar?q=+intitle:'Analisis Spektrum UV-VIS Untuk Menguji Kemurnian Kopi Luwak'
The Detection and Quantification of Adulteration in Ground Roasted Asian Palm Civet Coffee Using Near-Infrared Spectroscopy in Tandem with Chemometrics The Detection and …,2017,"Authors : D Suhandy, M Yulia, Y Ogawa, N Kondo","AESAP 2017, 1755-1315",3 cited,https://scholar.google.com/scholar?q=+intitle:'The Detection and Quantification of Adulteration in Ground Roasted Asian Palm Civet Coffee Using Near-Infrared Spectroscopy in Tandem with Chemometrics The Detection and …'
L-ASCORBIC ACID DETERMINATION USING FTIR-ATR TERAHERTZ SPECTROSCOPY COMBINED WITH PLS2 REGRESSION,2017,"Authors : M Yulia, D Suhandy, T Suzuki, Y Ogawa, N Kondo",,0 cited,https://scholar.google.com/scholar?q=+intitle:'L-ASCORBIC ACID DETERMINATION USING FTIR-ATR TERAHERTZ SPECTROSCOPY COMBINED WITH PLS2 REGRESSION'
Penilaian Sejawat: Peaberry coffee discrimination using UV-visible spectroscopy combined with SIMCA and PLS-DA,2017,Authors : D Suhandy,"Taylor & Francis, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Penilaian Sejawat: Peaberry coffee discrimination using UV-visible spectroscopy combined with SIMCA and PLS-DA'
The use of partial Least Square regression and spectral data in UV‐visible region for quantification of adulteration in Indonesian palm civet coffee,2017,"Authors : D Suhandy, M Yulia","International journal of food science 2017 (1), 6274178, 2017",59 cited,https://scholar.google.com/scholar?q=+intitle:'The use of partial Least Square regression and spectral data in UV‐visible region for quantification of adulteration in Indonesian palm civet coffee'
INDEKS PENULIS/AUTHOR INDEX,2017,"Authors : A Prihantoko, A Fajar, A Tusi, BA Wiryawan, B Lanya, BI Setiawan, C Arif, ...",,0 cited,https://scholar.google.com/scholar?q=+intitle:'INDEKS PENULIS/AUTHOR INDEX'
APLIKASI IRIGASI BERSELANG (INTERMITTENT IRRIGATION) PADA BUDIDAYA TANAMAN PAK CHOI (Brassica rapa L.) DENGAN MEDIA TANAM CAMPURAN PADATAN DIGESTAT DAN TANAH,2017,Authors : AR Maulana,FAKULTAS PERTANIAN,0 cited,https://scholar.google.com/scholar?q=+intitle:'APLIKASI IRIGASI BERSELANG (INTERMITTENT IRRIGATION) PADA BUDIDAYA TANAMAN PAK CHOI (Brassica rapa L.) DENGAN MEDIA TANAM CAMPURAN PADATAN DIGESTAT DAN TANAH'
Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700° C,2017,"Authors : M Badaruddin, AYE Risano, H Wardono, D Asmi","AIP Conference Proceedings 1788 (1), 2017",10 cited,https://scholar.google.com/scholar?q=+intitle:'Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700° C'
Peningkatan Efisiensi Termal Tungku Biomasa untuk Proses Pengeringan Biji Kakao di Desa Wiyono Kabupaten Pesawaran Propinsi Lampung,2017,"Authors : M Badaruddin, AYE Risano, A Suudi","Jurnal Pengabdian Kepada Masyarakat Sakai Sambayan 1 (1), 1-10, 2017",5 cited,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Efisiensi Termal Tungku Biomasa untuk Proses Pengeringan Biji Kakao di Desa Wiyono Kabupaten Pesawaran Propinsi Lampung'
Modifikasi Tungku Penggorengan Kerupuk Lempit Melalui RancangBangunTungkudanArahSemburanApi,2017,"Authors : H Wardono, M Badaruddin, SB Ginting","Prosiding Seminar Nasional Darmajaya 1 (1), 82-89, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Modifikasi Tungku Penggorengan Kerupuk Lempit Melalui RancangBangunTungkudanArahSemburanApi'
Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700°C,2017,"Authors : M Badaruddin, AYE Risano, H Wardono, D Asmi","AIP Conference Proceedings 1788 (1), 030066",3 cited,https://scholar.google.com/scholar?q=+intitle:'Hot-corrosion of AISI 1020 steel in a molten NaCl/Na<sub>2</sub>SO<sub>4</sub> eutectic at 700°C'
IbM Peningkatan Produksi Kerupuk Lempit di Kelurahan Pringsewu Utara Kabupaten Pringsewu: Modifikasi Tungku Double Burner dan Pemanfaatan Gas Sisa Pembakaran Untuk Pengeringan …,2017,"Authors : H Wardono, M Badaruddin, BG Simparmin",LPPM UNILA,0 cited,https://scholar.google.com/scholar?q=+intitle:'IbM Peningkatan Produksi Kerupuk Lempit di Kelurahan Pringsewu Utara Kabupaten Pringsewu: Modifikasi Tungku Double Burner dan Pemanfaatan Gas Sisa Pembakaran Untuk Pengeringan …'
Similarity check result: Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700° C,2017,Authors : M Badaruddin,American Institute of Physics,0 cited,https://scholar.google.com/scholar?q=+intitle:'Similarity check result: Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700° C'
PENGARUH RASIO REGANGAN TERHADAP PERILAKU LOW CYCLE FATIGUE PADUAN Al 7075-T7,2017,Authors : AB Santoso,"UNIVERSITAS LAMPUNG, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'PENGARUH RASIO REGANGAN TERHADAP PERILAKU LOW CYCLE FATIGUE PADUAN Al 7075-T7'
IbM Peningkatan Produksi Kerupuk Lempit di Kelurahan Pringsewu Utara Kabupaten Pringsewu: Modifikasi Tungku Double Burner dan Pemanfaatan Gas Sisa Pembakaran Untuk Pengeringan …,2017,"Authors : H Wardono, M Badaruddin, BG Simparmin","LPPM UNILA, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'IbM Peningkatan Produksi Kerupuk Lempit di Kelurahan Pringsewu Utara Kabupaten Pringsewu: Modifikasi Tungku Double Burner dan Pemanfaatan Gas Sisa Pembakaran Untuk Pengeringan …'
Similarity check result: Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700° C,2017,Authors : M Badaruddin,"American Institute of Physics, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Similarity check result: Hot-corrosion of AISI 1020 steel in a molten NaCl/Na2SO4 eutectic at 700° C'
Las Gesek (Friction Welding) Logam Tidak Sejenis (Dissimilar Metals) Magnesium AZ-31 Terhadap Aluminum AL-13,2017,"Authors : A Prabowo, I Sukmana, Y Burhanuddin","Industrial Research Workshop and National Seminar, 8-11, 2017",3 cited,https://scholar.google.com/scholar?q=+intitle:'Las Gesek (Friction Welding) Logam Tidak Sejenis (Dissimilar Metals) Magnesium AZ-31 Terhadap Aluminum AL-13'
Pemanfaatan Bahan Limbah Permesinan Magnesium Untuk Aplikasi Baut Tulang Mampu Terdegradasi (Biodegradable Bone Screw) Dengan Metodologi Serbuk Logam (Powder Metallurgy),2017,Authors : A HERMANTO,Tesis. Magister Teknik Mesin. Fakultas Teknik. Universitas Lampung. Bandar …,1 cited,https://scholar.google.com/scholar?q=+intitle:'Pemanfaatan Bahan Limbah Permesinan Magnesium Untuk Aplikasi Baut Tulang Mampu Terdegradasi (Biodegradable Bone Screw) Dengan Metodologi Serbuk Logam (Powder Metallurgy)'
Pembuatan Alat Press Opak Singkong Menggunakan Motor Listrik AC,2017,"Authors : T Tarkono, S Irza, B Yanuar",,2 cited,https://scholar.google.com/scholar?q=+intitle:'Pembuatan Alat Press Opak Singkong Menggunakan Motor Listrik AC'
Evaluasi dan analisa kinerja sistem pahat putar modular untuk pemesinan peralatan kesehatan ortopedi berbasis material titanium 6AL-4V ELI,2017,Authors : F Fariza,"FAKULTAS TEKNIK, 2017",10 cited,https://scholar.google.com/scholar?q=+intitle:'Evaluasi dan analisa kinerja sistem pahat putar modular untuk pemesinan peralatan kesehatan ortopedi berbasis material titanium 6AL-4V ELI'
DEVELOPMENT AND MANAGEMENT POWER PLANT MICRO HYDRO (PLTMH) IN THE AREA WITH THE TERRITORY WITH COMMUNITY EMPOWERMENT METHOD,2017,"Authors : F Murdapa, S Suharno, Y Burhanudin, E Raharjo",,0 cited,https://scholar.google.com/scholar?q=+intitle:'DEVELOPMENT AND MANAGEMENT POWER PLANT MICRO HYDRO (PLTMH) IN THE AREA WITH THE TERRITORY WITH COMMUNITY EMPOWERMENT METHOD'
Pemanfaatan Bahan Limbah Permesinan Magnesium Untuk Aplikasi Baut Tulang Mampu Terdegradasi (Biodegradabe Bone Screw) Dengan Metodologi Serbuk Logam (Powder Metallurgy),2017,Authors : A Hermanto,"UNIVERSITAS LAMPUNG, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Pemanfaatan Bahan Limbah Permesinan Magnesium Untuk Aplikasi Baut Tulang Mampu Terdegradasi (Biodegradabe Bone Screw) Dengan Metodologi Serbuk Logam (Powder Metallurgy)'
Technics Study on Polycrystalline Diamond Cutting Tools Dry Turning Ti-6AL-4V Alloy Base on Orthogonal Experimental Design,2017,"Authors : YH Jia, Y Sun",MATERIALS SCIENCE AND ENGINEERING: Proceedings of the 2nd Annual 2016 …,1 cited,https://scholar.google.com/scholar?q=+intitle:'Technics Study on Polycrystalline Diamond Cutting Tools Dry Turning Ti-6AL-4V Alloy Base on Orthogonal Experimental Design'
Adsorption characteristic of iron onto Poly [eugenol-co-(divinyl benzene)] from Aqueous solution,2017,"Authors : F Silvianti, D Siswanta, NH Aprilita, AA Kiswandono","Jurnal Natural 17 (2), 108-117, 2017",16 cited,https://scholar.google.com/scholar?q=+intitle:'Adsorption characteristic of iron onto Poly [eugenol-co-(divinyl benzene)] from Aqueous solution'
Lemak Tubuh dan Penampilan Olahraga,2017,Authors : M Dinata,"Cerdas Jaya 1, 52",0 cited,https://scholar.google.com/scholar?q=+intitle:'Lemak Tubuh dan Penampilan Olahraga'
Heart Rate Training,2017,Authors : M Dinata,"Cerdas Jaya 1, 42",0 cited,https://scholar.google.com/scholar?q=+intitle:'Heart Rate Training'
Senam Poco-Poco,2017,Authors : M Dinata,"ID Patent EC00,201,802,072",0 cited,https://scholar.google.com/scholar?q=+intitle:'Senam Poco-Poco'
Latihan Untuk Atlet Muda,2017,Authors : M Dinata,"Cerdas Jaya 1, 92",0 cited,https://scholar.google.com/scholar?q=+intitle:'Latihan Untuk Atlet Muda'
Latihan Untuk Meningkatkan VO2 Max,2017,Authors : M Dinata,"ID Patent EC00,201,705,572",0 cited,https://scholar.google.com/scholar?q=+intitle:'Latihan Untuk Meningkatkan VO2 Max'
Model-Model Latihan Untuk Meningkatkan VO2 Max dan Daya Tahan,2017,Authors : M Dinata,"ID Patent EC00,201,802,069",0 cited,https://scholar.google.com/scholar?q=+intitle:'Model-Model Latihan Untuk Meningkatkan VO2 Max dan Daya Tahan'
Peran Diaspora India dalam Mendukung Diplomasi Kebudayaan India Di Indonesia dan Tercapainya Kepentingan Nasional India (2010-2015)(Studi Pada Komunitas Diaspora India Di Jakarta),2017,Authors : JS Wibawa,"universitas lampung, 2017",1 cited,https://scholar.google.com/scholar?q=+intitle:'Peran Diaspora India dalam Mendukung Diplomasi Kebudayaan India Di Indonesia dan Tercapainya Kepentingan Nasional India (2010-2015)(Studi Pada Komunitas Diaspora India Di Jakarta)'
ANALISIS KEAMANAN MINYAK DI IRAK PASCA MUNCULNYA ISLAMIC STATE OF IRAQ AND SYRIA,2017,Authors : MR PAHLEVI,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'ANALISIS KEAMANAN MINYAK DI IRAK PASCA MUNCULNYA ISLAMIC STATE OF IRAQ AND SYRIA'
PERAN DIPLOMASI PUBLIK AFRIKA SELATAN DALAM PENYELENGGARAAN PIALA DUNIA FIFA 2010,2017,Authors : MNA SIANIPAR,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'PERAN DIPLOMASI PUBLIK AFRIKA SELATAN DALAM PENYELENGGARAAN PIALA DUNIA FIFA 2010'
KEBIJAKAN AMERIKA SERIKAT PADA MASA PEMERINTAHAN GEORGE W BUSH TERHADAP CHINA DALAM KASUS PELANGGARAN HAK ASASI MANUSIA DI TIBET,2017,Authors : FZ HIDAYAT,"FAKULTAS ILMU SOSIAL DAN ILMU POLITIK, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'KEBIJAKAN AMERIKA SERIKAT PADA MASA PEMERINTAHAN GEORGE W BUSH TERHADAP CHINA DALAM KASUS PELANGGARAN HAK ASASI MANUSIA DI TIBET'
MODIFICATION OF POLYEUGENOL DERIVATE CONTAIN ETHYLENE GLYCOL DIMETHACRYLATE (EGDMA) AS A CARRIER FOR PHENOL TRASPORT,2017,"Authors : AA Kiswandono, D Siswanta, SJ Santosa, A Nuryaman, S Supriyanto, ...",,0 cited,https://scholar.google.com/scholar?q=+intitle:'MODIFICATION OF POLYEUGENOL DERIVATE CONTAIN ETHYLENE GLYCOL DIMETHACRYLATE (EGDMA) AS A CARRIER FOR PHENOL TRASPORT'
SINTESIS DAN KEMAMPUAN SENYAWA CO-EEGDMA SEBAGAI SENYAWA PEMBAWA PADA TRANSPOR FENOL MENGGUNAKAN METODE POLYMER INCLUSION MEMBRANE (PIM),2017,"Authors : AA Kiswandono, D Siswanta, A Nuryaman, S Supriyanto, NH Aprilita",,0 cited,https://scholar.google.com/scholar?q=+intitle:'SINTESIS DAN KEMAMPUAN SENYAWA CO-EEGDMA SEBAGAI SENYAWA PEMBAWA PADA TRANSPOR FENOL MENGGUNAKAN METODE POLYMER INCLUSION MEMBRANE (PIM)'
UJI FISIKA-KIMIA DAN PENGGUNAAN METODE VOLUMETRI UNTUK ANALISIS KADAR ASAM SINAMAT PADA KEMENYAN (Styrax spp.) TAPANULI UTARA,2017,"Authors : AA Kiswandono, AH Iswanto, A Susilowati, AF Lumbantobing",,0 cited,https://scholar.google.com/scholar?q=+intitle:'UJI FISIKA-KIMIA DAN PENGGUNAAN METODE VOLUMETRI UNTUK ANALISIS KADAR ASAM SINAMAT PADA KEMENYAN (Styrax spp.) TAPANULI UTARA'
TEKNOLOGI PEMISAHAN FENOL DAN PEMODELAN MATEMATIKA BERBASIS METODE POLYMER INCLUSION MEMBRANE SEBAGAI UPAYA PENANGGULANGAN LIMBAH INDUSTRI,2017,"Authors : AA Kiswandono, A Nuryaman, S Supriyanto",,0 cited,https://scholar.google.com/scholar?q=+intitle:'TEKNOLOGI PEMISAHAN FENOL DAN PEMODELAN MATEMATIKA BERBASIS METODE POLYMER INCLUSION MEMBRANE SEBAGAI UPAYA PENANGGULANGAN LIMBAH INDUSTRI'
STUDI ANALISIS SPESIASI LOGAM Fe (II) DAN Fe (III) MENGGUNAKAN KURKUMIN HASIL EKSTRAK KUNYIT (Curcuma domestica val.) SEBAGAI LOGAM PENGOMPLEKS SECARA SPEKTROFOTOMETRI …,2017,Authors : RA PRATAMA,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,0 cited,https://scholar.google.com/scholar?q=+intitle:'STUDI ANALISIS SPESIASI LOGAM Fe (II) DAN Fe (III) MENGGUNAKAN KURKUMIN HASIL EKSTRAK KUNYIT (Curcuma domestica val.) SEBAGAI LOGAM PENGOMPLEKS SECARA SPEKTROFOTOMETRI …'
Kajian Kandungan Beberapa Logam Berat Pada Ikan Kembung (Rastrelliger Kanagurta) Di Pesisir Teluk Lampung Secara Spektrofotometri Serapan Atom,2017,Authors : R RAHMADANI,"FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, 2017",2 cited,https://scholar.google.com/scholar?q=+intitle:'Kajian Kandungan Beberapa Logam Berat Pada Ikan Kembung (Rastrelliger Kanagurta) Di Pesisir Teluk Lampung Secara Spektrofotometri Serapan Atom'
Proposal Penelitian Berbasis Kompetensi tahun 2018 dengan judul: Penggunaan Asap Cair Dari Tempurung Kelapa Sebagai Green Inhibitor Pembentukan Kerak Kalsium Karbonat (CaCO3),2017,Authors : AA Kiswandono,"Universitas Lampung, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'Proposal Penelitian Berbasis Kompetensi tahun 2018 dengan judul: Penggunaan Asap Cair Dari Tempurung Kelapa Sebagai Green Inhibitor Pembentukan Kerak Kalsium Karbonat (CaCO3)'
STUDI ANALISIS SPESIASI LOGAM Fe (II) DAN Fe (III) MENGGUNAKAN KURKUMIN HASIL EKSTRAK KUNYIT (Curcuma domestica val.) SEBAGAI LOGAM PENGOMPLEKS SECARA SPEKTROFOTOMETRI …,2017,Authors : RA PRATAMA,"FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM, 2017",0 cited,https://scholar.google.com/scholar?q=+intitle:'STUDI ANALISIS SPESIASI LOGAM Fe (II) DAN Fe (III) MENGGUNAKAN KURKUMIN HASIL EKSTRAK KUNYIT (Curcuma domestica val.) SEBAGAI LOGAM PENGOMPLEKS SECARA SPEKTROFOTOMETRI …'
SINTESIS DAN UJI KEMAMPUAN SENYAWA CO-EEGDMA SEBAGAI SENYAWA PEMBAWA PADA TRANSPORT FENOL MENGGUNAKAN METODE POLYMER INCLUSION MEMBRANE (SYNTHESIS AND PERFORMANCE TEST OF CO …,2017,"Authors : AA Kiswandono, AN Supriyanto, D Siswanta, NH Aprilita, SJ Santosa","Jurnal Penelitian Saintek 22 (2), 114-125, 2017",5 cited,https://scholar.google.com/scholar?q=+intitle:'SINTESIS DAN UJI KEMAMPUAN SENYAWA CO-EEGDMA SEBAGAI SENYAWA PEMBAWA PADA TRANSPORT FENOL MENGGUNAKAN METODE POLYMER INCLUSION MEMBRANE (SYNTHESIS AND PERFORMANCE TEST OF CO …'
Sintesis dan uji kemampuan senyawa co-eegdma sebagai senyawa pembawa pada transpor fenol menggunakan metode polymer inclusion membrane,2017,"Authors : AA Kiswandono, NA Supriyanto, D Siswanta, NH Aprilita, SJ Santosa","Jurnal Penelitian Saintek 22 (2), 114-125, 2017",6 cited,https://scholar.google.com/scholar?q=+intitle:'Sintesis dan uji kemampuan senyawa co-eegdma sebagai senyawa pembawa pada transpor fenol menggunakan metode polymer inclusion membrane'
